,0
Paracalanus indicus_adults,species
Pontella meadi_adults,species
Pontella pennata_adults,species
Pseudodiaptomus coronatus_adults,species
Rhincalanus nasutus_adults,species
Temora longicornis_adults,species
Temora turbinata_adults,species
Temora stylifera_adults,species
Acanthocyclops vernalis_adults,species
Cyclops bicuspidatus_adults,species
Cyclops vernalis_adults,species
Eucyclops agilis_adults,species
Halicyclops magniceps_adults,species
Macrocyclops sp._adults,genus
Mesocyclops edax_adults,species
Paracyclops fibriatus_adults,species
Alteutha depressa_adults,species
Ectinosoma compressum_adults,species
Euterpina acutifrons_adults,species
Harpacticus gracilis_adults,species
Harpacticus chelifer_adults,species
Metis sp._adults,genus
Scottolana canadensis_adults,species
Tisbe furcata_adults,species
Corycaeus venustus_adults,species
Corycaeus amazonicus_adults,species
Corycaeus speciosus_adults,species
Farranula gracilis_adults,species
Acartia tonsa_adults,species
Acartia hudsonica_adults,species
Oithona colcarva_adults,species
Metridia princeps_adults,species
Tortanus discaudatus_adults,species
Diacyclops thomasi_adults,species
Ectocyclops phaleratus_adults,species
Acetes americanus_larvae,species
Canuella elongata_adults,species
Clytemnestra rostrata_adults,species
Diosaccus tenuicornis_adults,species
Paralaophonte brevirostris_adults,species
Robertsonia chesapeakensis_adults,species
Zausodes arenicolus_adults,species
Ergasilus versicolor_adults,species
Myicola major_adults,species
Oncaea sp._adults,genus
Saphirella sp._adults,genus
Sapphirina sp._adults,genus
Caligus sp._adults,genus
Edwardsia elegans_adults,species
Micrura leidyi_adults,species
Carinoma tremaphorus_adults,species
Detritus_NA,unclassified
Alona affinis_adults,species
Alona costata_adults,species
Leptodora kindtii_adults,species
Camptocercus rectirostris_adults,species
Chydorus sp._adults,genus
Leydigia quadrangularis_adults,species
Penilia avirostris_adults,species
Podon intermedius_adults,species
Simocephalus sp._adults,species
Limnoria lignorum_adults,species
Balanus balanus_adults,species
Aegathoa medialis_adults,species
Anchoa mitchilli_adults,species
Pomatomus saltatrix_juveniles,species
Morone saxatilis_adults,species
Balanus eburneus_adults,species
Ilyanassa trivittata_adults,species
Chiridotea almyra_adults,species
Cyathura polita_adults,species
Callinectes sapidus_juveniles,species
Balanus subalbius_adults,species
Bacteria_NA,unclassified
Erichsonella attenuata_adults,species
Balanion sp._NA,genus
Chiridotea coeca_adults,species
Edotea triloba_adults,species
Idotea balthica_adults,species
Sphaeroma quadridentatum_adults,species
Chthamalus fragilis_adults,species
Bryozoan_adults,unclassified
Malaclemys terrapin_adults,species
Aurelia aurita_adults,species
Odostomia sp_adults,genus
Siliqua costata_adults,species
Mnemiopsis leidyi_adults,species
Beroe ovata_adults,species
Ceriantheopsis americanus_adults,species
Chrysaora quinquecirrha_adults,species
Clytia sp._adults,genus
Cunina sp._adults,genus
Cyanea capillata_adults,species
Diadumene leucolena_adults,species
Liriope tetraphylla_adults,species
Nemopsis bachei_adults,species
Rhopilema verrilli_adults,species
Sertularia sp._adults,genus
Conopeum tenuissimum_adults,species
Cliona spp._adults,genus
Microciona prolifera_adults,species
Limacina helicina_juveniles,species
Autolytus sp._eggs,genus
Chaetopterus variopedatus_eggs,species
Clymenella torquata_eggs,species
Eteone lactea_eggs,species
Eteone heteropoda_eggs,species
Eumida sanguinea_eggs,species
Glycera dibranchiata_eggs,species
Glycinde solitaria_eggs,species
Haploscoloplos fragilis_eggs,species
Heteromastus filiformis_eggs,species
Laeonereis culveri_eggs,species
Loimia medusa_eggs,species
Lumbrineris fragilis_eggs,species
Marenzelleria viridis_eggs,species
Nephtys incisa_eggs,species
Nereis succinea_eggs,species
Notomastus sp._eggs,genus
Paramphinome sp._eggs,genus
Paranaitis speciosa_eggs,species
Paraprionospio pinnata_eggs,species
Pectinaria gouldii_eggs,species
Pherusa affinis_eggs,species
Phyllodoce fragilis_eggs,species
Polydora aggregata_eggs,species
Polydora ligni_eggs,species
Polydora cornuta_eggs,species
Praxillella praetermissa_eggs,species
Pseudoeurythoe paucibranchiata_eggs,species
Sabaco elongatus_eggs,species
Sabellaria vulgaris_eggs,species
Scolecolepides viridis_eggs,species
Scolelepis squamata_eggs,species
Scoloplos robustus_eggs,species
Sigambra tentaculata_eggs,species
Spio setosa_eggs,species
Spiochaetopterus oculatus_eggs,species
Spiophanes bombyx_eggs,species
Streblospio benedicti_eggs,species
Bowerbankia gracilis_adults,species
Retusa sp._adults,genus
Autolytus sp._larvae,genus
Clymenella torquata_larvae,species
Eteone lactea_larvae,species
Eteone heteropoda_larvae,species
Eumida sanguinea_larvae,species
Glycera dibranchiata_larvae,species
Glycinde solitaria_larvae,species
Haploscoloplos fragilis_larvae,species
Heteromastus filiformis_larvae,species
Laeonereis culveri_larvae,species
Loimia medusa_larvae,species
Lumbrineris fragilis_larvae,species
Marenzelleria viridis_larvae,species
Nephtys incisa_larvae,species
Nereis succinea_larvae,species
Notomastus sp._larvae,genus
Paramphinome sp._larvae,genus
Paranaitis speciosa_larvae,species
Paraprionospio pinnata_larvae,species
Pectinaria gouldii_larvae,species
Pherusa affinis_larvae,species
Phyllodoce fragilis_larvae,species
Polydora aggregata_larvae,species
Polydora ligni_larvae,species
Polydora cornuta_larvae,species
Praxillella praetermissa_larvae,species
Pseudoeurythoe paucibranchiata_larvae,species
Sabaco elongatus_larvae,species
Sabellaria vulgaris_larvae,species
Scolecolepides viridis_larvae,species
Scolelepis squamata_larvae,species
Scoloplos robustus_larvae,species
Sigambra tentaculata_larvae,species
Spio setosa_larvae,species
Spiochaetopterus oculatus_larvae,species
Spiophanes bombyx_larvae,species
Streblospio benedicti_larvae,species
Anchoa mitchilli_eggs,species
Gobiosoma bosc_larvae,species
Clupea harengus_eggs,species
Calanus finmarchicus_adults,species
Chaetopterus variopedatus_larvae,species
Syncleithrium fusiformis_adults,species
Micropterus dolomieu_adults,species
Phoronis psammophila_adults,species
Peloscolex gabriellae_adults,species
Asterias forbesi_adults,species
Cucumaria pulcherrima_adults,species
Tursiops truncatus_adults,species
Acipenser oxyrhynchus_adults,species
Acipenser brevirostrum_adults,species
Alosa sapidissima_adults,species
Alosa mediocris_adults,species
Ameiurus natalis_adults,species
Ameiurus catus_adults,species
Ameiurus nebulosus_adults,species
Anguilla rostrata_adults,species
Apeltes quadracus_adults,species
Astroscopus guttatus_adults,species
Brevoortia tyrannus_adults,species
Carcharhinus plumbeus_adults,species
Centropristis striata_adults,species
Chasmodes bosquianus_adults,species
Cynoscion regalis_adults,species
Cynoscion nebulosus_adults,species
Gobiesox strumosus_adults,species
Gobiosoma ginsburgi_adults,species
Gobiosoma bosc_adults,species
Hippocampus erectus_adults,species
Hyporhamphus meeki_adults,species
Hypsoblennius hentz_adults,species
Ictalurus furcatus_adults,species
Ictalurus punctatus_adults,species
Leiostomus xanthurus_adults,species
Lepisosteus osseus_adults,species
Lepomis gibbosus_adults,species
Lepomis macrochirus_adults,species
Micropogonias undulatus_adults,species
Morone americana_adults,species
Opsanus tau_adults,species
Paralichthys dentatus_adults,species
Perca flavescens_adults,species
Pogonias cromis_adults,species
Pomatomus saltatrix_adults,species
Prionotus evolans_adults,species
Rachycentron canadum_adults,species
Rhinoptera bonasus_adults,species
Salvelinus fontinalis_adults,species
Sciaenops ocellatus_adults,species
Scomber japonicus_adults,species
Scomberomorus cavalla_adults,species
Scomberomorus maculatus_adults,species
Selene vomer_adults,species
Sphoeroides maculatus_adults,species
Strongylura marina_adults,species
Syngnathus floridae_adults,species
Syngnathus fuscus_adults,species
Tautoga onitis_adults,species
Trinectes maculatus_adults,species
Plecoptera_adults,family+
Trichoptera_adults,unclassified
Chaoboridae_adults,family+
Sciomyzidae_adults,family+
Alosa aestivalis_adults,species
Alosa pseudoharengus_adults,species
Anchoa hepsetus_adults,species
Aluterus schoepfi_adults,species
Ammodytes americanus_adults,species
Heterosigma akashiwo_NA,species
Thalassionema proschkinae_NA,species
Alosa sapidissima_eggs,species
Ictalurus nebulosus_adults,species
Corynoneura sp_adults,genus
Eukiefferiella sp._adults,genus
Stenotomus chrysops_adults,species
Bairdiella chrysoura_adults,species
Caranx crysos_adults,species
Caranx hippos_adults,species
Etrumeus teres_adults,species
Raja eglanteria_adults,species
Carcharhinus obscurus_adults,species
Carpiodes cyprinus_adults,species
Centrarchus macropterus_adults,species
Chaetodipterus faber_adults,species
Chilomycterus schoepfi_adults,species
Leptogorgia virgulata_adults,species
Eucinostomus gula_adults,species
Lagodon rhomboides_adults,species
Menidia menidia_adults,species
Menticirrhus americanus_adults,species
Menticirrhus saxatilis_adults,species
Opisthonema oglinum_adults,species
Orthopristis chrysoptera_adults,species
Peprilus triacanthus_adults,species
Synodus foetens_adults,species
Urophycis regius_adults,species
Cyprinella analostana_adults,species
Cyprinella spiloptera_adults,species
Cyprinodon variegatus_adults,species
Dasyatis centroura_adults,species
Diplectrum bivittatum_adults,species
Diplectrum formosum_adults,species
Microgobius thalassinus_adults,species
Monacanthus hispidus_adults,species
Prionotus carolinus_adults,species
Symphurus plagiusa_adults,species
Dorosoma cepedianum_adults,species
Dorosoma petenense_adults,species
Actinophrys sol_NA,species
Elops saurus_adults,species
Mugil cephalus_adults,species
Oligoplites sp_adults,genus
Engyophrys senta_adults,species
Leiostomus xanthurus_juveniles,species
Enneacanthus gloriosus_adults,species
Erimyzon oblongus_adults,species
Etheostoma olmstedi_adults,species
Tanaidacea_adults,family+
Fistularia tabacaria_adults,species
Fundulus diaphanus_adults,species
Fundulus heteroclitus_adults,species
Gambusia affinis_adults,species
Gadus morhua_adults,species
Enchelyopus cimbrius_adults,species
Glyptocephalus cynoglossus_adults,species
Goniada_adults,genus
Liparis liparis_adults,species
Melanogrammus aeglefinus_adults,species
Pandalus borealis_adults,species
Sebastes marinus_adults,species
Cottus sp._adults,genus
Lepomis auritus_adults,species
Plecoptera_larvae,family+
Lophius americanus_adults,species
Myrophis punctatus_adults,species
Peprilus alepidotus_adults,species
Prionotus tribulus_adults,species
Squalus acanthias_adults,species
Lucania parva_adults,species
Luxilus cornutus_adults,species
Membras martinica_adults,species
Menidia beryllina_adults,species
Leucon americanus_adults,species
Fundulus majalis_adults,species
Notropis hudsonius_adults,species
Molgula manhattensis_adults,species
Diastylis quadrispinosa_adults,species
Homarus americanus_adults,species
Pseudopleuronectes americanus_adults,species
Mustelus canis_adults,species
Ophidion marginatum_adults,species
Scophthalmus aquosus_adults,species
Bugula neritina_adults,species
Mellita quinquiesperforata_adults,species
Selar crumenophthalmus_adults,species
Semotilus corporalis_adults,species
Euphausiacea_adults,family+
Mullus auratus_adults,species
Squatina dumeril_adults,species
Portunus spinicarpus_adults,species
Lepophidium sp._adults,genus
Polymixia sp._adults,genus
Rhomboplites aurorubens_adults,species
Syacium papillosum_adults,species
Synagrops bellus_adults,species
Trachurus lathami_adults,species
Upeneus parvus_adults,species
Haemulon aurolineatum_adults,species
Pristipomoides aquilonaris_adults,species
Trichiurus lepturus_adults,species
Trachinotus falcatus_adults,species
Esox lucius_adults,species
Lota lota_adults,species
Pimephales notatus_adults,species
Esox masquinongy_adults,species
Pomoxis nigromaculatus_adults,species
Eubosmina leuchtenbergia_adults,species
Melanitta perspicillata_adults,species
Sclerodactyla briareus_adults,species
Cancer borealis_adults,species
Echinarachnius parma_adults,species
fish larvae_larvae,unclassified
Sagitta enflata_adults,species
Membranipora sp._adults,genus
Cura foremanii_adults,species
Dugesia tigrina_adults,species
Euplana gracilis_adults,species
Paravortex genellipara_adults,species
Stylochus ellipticus_adults,species
Calidris minutilla_adults,species
Harpacticoida_adults,family+
Limosa fedoa_adults,species
Oligochaeta_adults,family+
Recurvirostra americana_adults,species
Catoptrophorus semipalmatus_adults,species
Nemertean_adults,unclassified
green gammaridean_adults,unclassified
Carinoma mutabilis_adults,species
Oniscidea_adults,unclassified
Tringa melanoleuca_adults,species
Fulica americana_adults,species
Culex tarsalis_larvae,species
Capitella capitata_adults,species
Aedes taeniorhynchus_larvae,species
Polydora nuchalis_adults,species
Traskorchestia traskiana_adults,species
Limnodromus scilopaceus_adults,species
Podilymbus podiceps_adults,species
Bucephala albeola_adults,species
Trichocorixia sp._adults,genus
Corophiidae_adults,family+
Pygidiopsoides spindalis_cercaria,species
Acteocina inculta_adults,species
Assiminea californica_adults,species
Diptera_larvae,unclassified
Egretta thula_adults,species
Diptera_adults,unclassified
Charadrius vociferus_adults,species
Actitis macularia_adults,species
Egretta caerulea_adults,species
Renicola cerithidicola_cercaria,species
Maritrema sp._cercaria,genus
Diptera_pupa,unclassified
Microphallidae_cercaria,family+
Probolocoryphe species A_cercaria,genus
Calidris mauri_adults,species
Cyathocotylidae_cercaria,family+
Ephydra_adults,unclassified
Phocitremoides ovale_cercaria,species
Austrobilharzia sp._cercaria,genus
Euhaplorchis californiensis_cercaria,species
Pachygrapsus crassipes_adults,species
Ardea herodius_adults,species
Clevelandia ios_adults,species
Phalacrocorax penicillatus_adults,species
Leptocottus armatus_adults,species
Paralichthys californicus_adults,species
Ephydra_larvae,genus
Ephydra_pupa,genus
Acanthogobius flavimanus_adults,species
Gillichthys mirabilis_adults,species
Hypsopsetta guttulata_adults,species
Mesostephanus appendiculatus_cercaria,species
Stictodora hancocki_cercaria,species
Procyon locator_adults,species
Hemigrapsus oregonensis_adults,species
Charadrius semipalmatus_adults,species
Fundulus parvipinnis_adults,species
Triakis semifasciata_adults,species
Aechmophorus occidentalis_adults,species
Uca crenulata_adults,species
Mergus serrator_adults,species
Egretta alba_adults,species
Nycticorax nycticorax_adults,species
Renicola buchanani_cercaria,species
Atherinops affinis_adults,species
Numenius americanus_adults,species
Cryptomya californica_adults,species
Sterna caspia_adults,species
Numenius phaeopus_adults,species
Melampus olivaceus_adults,species
Larus californicus_adults,species
Urolophus halleri_adults,species
Catatropis johnstoni_cercaria,species
Cymatogaster aggregata_adults,species
Cerithidea californica_adults,species
Butorides virescens_adults,species
Larus delawarensis_adults,species
Corvus brachyrhynchos_adults,species
Ceryle alcyon_adults,species
Neotrypaea californiensis_adults,species
Tagelus affinis_adults,species
Macoma nasuta_adults,species
Larus philadelphia_adults,species
Upogebia macginitieorum_adults,species
Tagelus subteres_adults,species
Protothaca staminea_adults,species
Tagelus californianus_adults,species
Macoma secta_adults,species
Nuttallia nuttallii_adults,species
Accipiter cooperi_adults,species
Saxidomus nuttalli_adults,species
Anas platyrhynchos_adults,species
Pardosa sp._adults,genus
Cyathocotylidae_parthenitae,unclassified
Renicola buchanani_parthenitae,species
Renicola cerithidicola_parthenitae,species
Catatropis johnstoni_parthenitae,species
Mesostephanus appendiculatus_parthenitae,species
Renicola sp._parthenitae,genus
Probolocoryphe species A_parthenitae,unclassified
Himasthla B_metacercaria,unclassified
Hemiuridae_adults,family+
Maritrema sp._metacercaria,genus
Acanthoparyphium spinulosum_metacercaria,species
cystacanth-fish b.cav_larvae,unclassified
Trematode_metacercaria,unclassified
Renicola sp._metacercaria,genus
Spirocamallanus pereirae_adults,species
Glossocercus sp._adults,genus
cystacanth-fish musc_larvae,unclassified
Baylisascaris procyonis_adults,species
trypanorhynch-fish_plerocercoid,unclassified
Spirocamallanus pereirae_larvae,species
Argulus _adults,genus
Cyclopoida_adults,family+
Glossocercus sp._plerocercoid,genus
Gregarinea_adults,unclassified
Himasthla rhigedana_metacercaria,species
renic_metacercaria,unclassified
Gyrodactylus sp._adults,genus
Parorchis acanthus_adults,species
Carcinonemertes sp._adults,species
Aedes taeniorhynchus_adults,species
Copepod_adults,unclassified
tetraphyllidean-fish_plerocercoid,unclassified
Culex tarsalis_adults,species
Himasthla rhigedana_adults,species
Hysterolecitha trilocalis_adults,species
Microphallidae_metacercaria,family+
trypanorhynch-grapsid_plerocercoid,unclassified
Himasthla B_adults,unclassified
Mesostephanus appendiculatus_metacercaria,species
Ascarophis_larvae,unclassified
Acanthoparyphium spinulosum_adults,species
Probolocoryphe species A_metacercaria,unclassified
Pseudomyicola_adults,unclassified
Pseudophyllidean-fish_plerocercoid,unclassified
Nematoda_larvae,unclassified
Cloacitrema michiganiensis_adults,species
Cloacitrema michiganiensis_metacercaria,species
Parorchis acanthus_metacercaria,species
tetraphyllidean larva_plerocercoid,unclassified
Renicola buchanani_metacercaria,species
Stictodora hancocki_metacercaria,species
unk a/sm meso_metacercaria,unclassified
Phocitremoides ovale_metacercaria,species
Anas crecca_adults,species
Anas cyanoptera_adults,species
Anas discors_adults,species
Catatropis johnstoni_adults,species
Cyathocotylidae_metacercaria,family+
Oxyura jamaicensis_adults,species
Renicola cerithidicola_metacercaria,species
Austrobilharzia sp._adults,genus
Anas americana_adults,species
Euhaplorchis californiensis_metacercaria,species
Cyathocotylidae_adults,family+
Pygidiopsoides spindalis_adults,species
Catjartes aura_adults,species
Renicola sp._adults,unclassified
Renicola buchanani_adults,species
Renicola cerithidicola_adults,species
renic_adults,unclassified
Stictodora hancocki_adults,species
Maritrema sp._adults,genus
Catatropis johnstoni_metacercaria,species
Probolocoryphe species A_adults,unclassified
Mesostephanus appendiculatus_adults,species
Pygidiopsoides spindalis_metacercaria,species
Phocitremoides ovale_adults,species
Parvatrema sp._metacercaria,genus
Euhaplorchis californiensis_adults,species
unk c_metacercaria,unclassified
Parvatrema sp._adults,genus
Epipellic flora_adults,unclassified
Hemiuridae_cercaria,family+
Hysterolecitha trilocalis_cercaria,species
unk a/sm meso_cercaria,unclassified
unk c_cercaria,unclassified
Capitella capitata_larvae,species
Phytoplankton_adults,unclassified
Polydora nuchalis_larvae,species
Glossiphoniidae_adults,family+
Mytilus galloprovincialis_adults,species
Cryptomya californica_larvae,species
Mytilus galloprovincialis_larvae,species
Macroalgae_adults,unclassified
Ostracoda_adults,family+
Salicornia virginica_adults,species
Trematode_cercaria,unclassified
Distichlis spicata_adults,species
Frankenia salina_adults,species
Jaumea carnosa_adults,species
Limonium californicum_adults,species
Monanthocloe littoralis_adults,species
Cordylanthus maritimus_adults,species
Apicomplexa_adults,genus
Polydora cilliata_adults,species
Plasmodium sp._adults,genus
Trichodina sp._adults,genus
Henneguya_adults,genus
Microphallidae_adults,family+
Trematode_adults,unclassified
unk a/sm meso_adults,unclassified
unk c_adults,unclassified
Hemiuridae_metacercaria,family+
Hysterolecitha trilocalis_metacercaria,species
tetraphyllidean larva_adults,unclassified
tetraphyllidean-fish_adults,unclassified
trypanorhynch-fish_adults,unclassified
trypanorhynch-grapsid_adults,unclassified
Glossocercus sp._procercoid,genus
tetraphyllidean larva_procercoid,unclassified
tetraphyllidean-fish_procercoid,unclassified
trypanorhynch-fish_procercoid,unclassified
trypanorhynch-grapsid_procercoid,unclassified
cystacanth-fish b.cav_adults,unclassified
cystacanth-fish musc_adults,unclassified
Orthione griffenis_larvae,species
renic_cercaria,unclassified
Parvatrema sp._cercaria,genus
Cloacitrema michiganiensis_cercaria,species
Acanthoparyphium spinulosum_cercaria,species
Parorchis acanthus_cercaria,species
Thalassinidea_adults,family+
Hysterolecitha trilocalis_parthenitae,species
Himasthla rhigedana_cercaria,species
Microphallidae_parthenitae,family+
Portunion conformis_adults,species
Phocitremoides ovale_parthenitae,species
Pygidiopsoides spindalis_parthenitae,species
Stictodora hancocki_parthenitae,species
Euhaplorchis californiensis_parthenitae,species
Acanthoparyphium spinulosum_parthenitae,species
Maritrema sp._parthenitae,genus
Austrobilharzia sp._parthenitae,genus
Himasthla rhigedana_parthenitae,species
Himasthla B_parthenitae,unclassified
Cloacitrema michiganiensis_parthenitae,species
Parorchis acanthus_parthenitae,species
Orthione griffenis_adults,species
Cuscuta salina_adults,species
Picornavirus_adults,genus
Renicola sp._cercaria,genus
Himasthla B_cercaria,unclassified
Macoma nasuta_larvae,species
Macoma secta_larvae,species
Nuttallia nuttallii_larvae,species
Protothaca staminea_larvae,species
Saxidomus nuttalli_larvae,species
Tagelus affinis_larvae,species
Tagelus californianus_larvae,species
Tagelus subteres_larvae,species
Marine detritus_NA,unclassified
carrion-detritus_NA,unclassified
Tanypodinae_larvae,family+
Fragilaria vaucheriae_other,species
Fragilaria virescens_other,species
Frustulia rhomboides var saxonica_other,species
Frustulia rhomboides var viridula_other,species
Diatoma	sp.	2_other,genus
Diatoma	sp.	3_other,genus
Diatoma	sp.	6_other,genus
Diatoma	sp.	5_other,genus
Diatoma hyemale var mesodon_other,species
Diatoma	sp.	1_other,genus
Diatoma	sp.	4_other,genus
Brachysira brebissonii_other,species
Peronia fibula_other,species
Eunotia incisa_other,species
Eunotia curvata_other,species
Tabellaria flocculosa_other,species
Aulacoseira distans var nivalis_other,species
Achnanthes austriaca var helvetica_other,species
Achnanthes marginulata_other,species
Eunotia denticulata_other,species
Eunotia rhomboidea_other,species
Eunotia sp._other,genus
Eunotia vanheurckii var intermedia_other,species
Salmo trutta_larvae,species
Dicranota sp._larvae,family+
Sigara	lateralis_larvae,species
Sialis lutaria_larvae,species
Nemoura cambrica_larvae,species
Leuctra nigra_larvae,species
Chironomidae indet._larvae,family+
Sigara lateralis_larvae,species
Oreodytes davisii_larvae,species
Polycentropus_larvae,genus
Plectrocnemia conspersa_larvae,species
Siphonoperla	torrentium_larvae,species
Oligochaetae_larvae,family+
Halesus radiatus_larvae,species
Capnia vidua_larvae,species
Diatoma sp. 2_other,genus
Diatoma sp. 3_other,genus
Diatoma sp. 6_other,genus
Diatoma sp. 5_other,genus
Diatoma sp. 1_other,genus
Diatoma sp. 4_other,genus
Chaetopteryx	villosa_larvae,species
Fragilaria	vaucheriae_other,species
Diura bicaudata_larvae,species
Siphonoperla torrentium_larvae,species
Hydracarina sp. _adults,genus
Halesus	radiatus_larvae,species
Amphinemura sulcicollis_larvae,species
CPOM_NA,unclassified
FPOM_NA,unclassified
Achnanthes austriaca minor_NA,species
Achnanthes helvetica_NA,species
Eunotia exigua_NA,species
Eunotia rhomboidea_NA,species
Eunotia vanheurckii_NA,species
Fragilaria vaucheriae_NA,species
Pinnularia subcapitata_NA,species
Brachyptera risi_larvae,species
Chloroperla tripunctata_larvae,species
Leuctra inermis_larvae,species
Isoperla grammatica_larvae,species
Simuliidae_larvae,family+
Limnius volckmari_larvae,species
Protonemura meyeri_larvae,species
Achnanthes minutissima_NA,species
Achnanthes modestiformis_NA,species
Achnanthes oblongella_NA,species
Diatoma hyemale_NA,species
Eunotia_NA,genus
Eunotia incisa_NA,species
Gomphonema angustatum_NA,species
Hannaea arcus_NA,species
Synedra minuscula_NA,species
Baetis rhodani_larvae,species
Leuctra hippopus_larvae,species
Dicranota_larvae,genus
Ecdyonurus dispar_larvae,species
Elmis aenea_larvae,species
Empididae_larvae,family+
Hydracarina_adults,family+
Rhithrogena semicolorata_larvae,species
Rhyacophila fasciata_larvae,species
Oreodytes sanmarkii_larvae,species
Plectrocnemia geniculata_larvae,species
Diatom sp. 1_NA,unclassified
Diatom sp. 2_NA,unclassified
Cordulegaster boltonii_larvae,species
Nemurella pictetii_larvae,species
Sialis fuliginosa_larvae,species
Pisidium_adults,genus
Brachysira brebissonii_NA,species
Eunotia denticulata_NA,species
Eunotia naegelii_NA,species
Peronia fibula_NA,species
Eunotia pectinalis_NA,species
Fragilaria_NA,genus
Frustulia rhomboides saxonica_NA,species
Baetis vernus_larvae,species
Calopteryx splendens_larvae,species
Electrogena lateralis_larvae,species
Oxyethira_larvae,genus
Tinodes waeneri_larvae,species
Ancylus fluviatilis_adults,species
Diatoma hyemale quadratum_NA,species
Gomphonema_NA,genus
Baetis_larvae,genus
Baetis muticus_larvae,species
Baetis scambus_larvae,species
Diplectrona felix_larvae,species
Gammarus pulex_adults,species
Gyrinidae_adults,family+
Gyrinidae_larvae,family+
Hydropsyche siltalai_larvae,species
Perla bipunctata_larvae,species
Philopotamus montanus_larvae,species
Silo pallipes_larvae,species
Anabolia nervosa_larvae,species
Baetis niger_larvae,species
Achnanthes_NA,genus
Achnanthes joursacense_NA,species
Achnanthes lanceolata_NA,species
Amphora ovalis_NA,species
Amphora pediculus_NA,species
Cocconeis placentula_NA,species
Cymatopleura solea_NA,species
Cymbella lanceolata_NA,species
Diatoma vulgaris_NA,species
Encyonema minutum_NA,species
Encyonema silesiacum_NA,species
Fragilaria elliptica_NA,species
Fragilaria leptostauron_NA,species
Fragilaria ulna_NA,species
Gomphonema olivaceum_NA,species
Melosira varians_NA,species
Navicula capitatoradiata_NA,species
Navicula cryptotenella_NA,species
Navicula gregaria_NA,species
Navicula lanceolata_NA,species
Navicula menisculus_NA,species
Navicula pseudofrugalis_NA,species
Navicula tripunctata_NA,species
Nitzschia dissipata_NA,species
Nitzschia perminuta_NA,species
Rhoicosphenia abbreviata_NA,species
Surirella ovalis_NA,species
Asellus aquaticus_adults,species
Bithynia leachii_adults,species
Leuctra geniculata_larvae,species
Serratella ignita_larvae,species
Ephemera danica_larvae,species
Erpobdella octoculata_adults,species
Polycentropus kingi_larvae,species
Heptagenia sulphurea_larvae,species
Hydropsyche contubernalis_larvae,species
Sericostoma personatum_larvae,species
Hydropsyche instabilis_larvae,species
Hydropsyche pellucidula_larvae,species
Hydroptila_larvae,genus
Lepidostoma hirtum_larvae,species
Leuciscus leuciscus_larvae,species
Oulimnius tuberculatus_larvae,species
Squalius cephalus_adults,species
Theodoxus fluviatilis_adults,species
Thymallus thymallus_adults,species
Gobio gobio_adults,species
Leuciscus leuciscus_adults,species
Rutilus rutilus_adults,species
Aphelocheirus aestivalis_adults,species
Piscicola geometra_adults,species
Siphlonurus armatus_larvae,species
Centroptilum luteolum_larvae,species
Brachysira vitrea_NA,species
Frustulia rhomboides viridula_NA,species
Surirella linearis_NA,species
Nemoura cinerea_larvae,species
lemmings_adults,family+
mosses_NA,unclassified
grasses and sedges_NA,unclassified
forbs_NA,unclassified
shrubs_NA,unclassified
Lepus arcticus_adults,species
Rangifer tarandus_adults,species
Ovibos moschatus_adults,species
Lagopus spec. _adults,genus
arthropods_NA,unclassified
waterfowl_adults,unclassified
passerines_adults,unclassified
shorebirds_adults,unclassified
Canis lupus arctos_adults,species
Stercocarius spec._adults,genus
Larus spec._adults,genus
Mustela erminea_adults,species
Vulpes lagopus_adults,species
Bubo scandiacus_adults,species
Buteo lagopus_adults,species
Falco spec._adults,genus
lichens_NA,unclassified
Microtus oeconomus_adults,species
Vulpes vulpes_adults,species
Gulo gulo_adults,species
Ursus horribilis_adults,species
Carabus granulatus_adults,species
Deroceras reticulatum_adults,species
Family Curculionidae_adults,family+
Microfungi_NA,unclassified
Order Collembola_adults,family+
Order Diplopoda_adults,family+
Order Diptera_larvae,family+
Order Enchytraeidae_adults,family+
Order Nematoda_adults,family+
Order Oligochaeta_adults,family+
Oribatidae_adults,family+
Porcellio scaber_adults,species
Agonum muelleri_adults,species
Order Aranae_adults,family+
Order Coleoptera larvae_larvae,family+
Agonum viduum_adults,species
Amara plebja_adults,species
Order Diptera larvae_larvae,family+
Vegetation_NA,unclassified
Arion distinctus_adults,species
Arion hortensis_adults,species
Arion subfuscus_adults,species
Bembidion lampros_adults,species
Bembidion lampros _adults,species
Family Aphididae_adults,family+
Order Acari_adults,family+
Order Isopoda_adults,family+
Order Pseudoscorpionidae_adults,family+
Order Lepidoptera larvae_larvae,family+
Anemone nemorosa_NA,species
Osmunda regalis_NA,species
Ranunculus ficaria_NA,species
Ranunculus repens_NA,species
Urtica dioica_NA,species
Veronica montana_NA,species
Family Amaurobiidae_adults,family+
Family Anthocoridae_NA,family+
Order Hemiptera_adults,family+
Family Bethylidae_NA,family+
Family Byrrhidae_adults,family+
Phylum Bryophyta_NA,species
Family Ceraphronidae_NA,family+
Family Chrysomelidae_adults,family+
Family Clubionidae_adults,family+
Family Coreidae_adults,family+
Family Cynipidae_NA,family+
Family Delphacidae_adults,family+
Family Diapriidae_NA,family+
Family Dictynidae_adults,family+
Family Elateridae_adults,family+
Family Elmidae_adults,family+
Family Eulophidae_NA,family+
Family Formicidae_adults,family+
Family Gerridae_adults,family+
