,id,food.web,ecosystem.type,res.taxonomy,con.taxonomy,res.lifestage,con.lifestage,res.mass,con.mass,res.met,con.met,res.mov,con.mov,int.type,res.taxonomy.level,con.taxonomy.level
1273,629,SEW03,terrestrial belowground,Nitidulidae sp.,Gongylidiellum latebricola,adults,adults,0.000827099,0.000940509,invertebrate,invertebrate,walking,walking,predacious,family+,species
1274,630,SEW03,terrestrial belowground,Pergamasinae (juv) {s},Gongylidiellum latebricola,juveniles,adults,1.87e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,family+,species
1275,630,SEW03,terrestrial belowground,Pergamasinae (juv) {s},Gongylidiellum latebricola,juveniles,adults,1.87e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,family+,species
1276,631,SEW03,terrestrial belowground,Pseudoparasitus placentulus,Gongylidiellum latebricola,adults,adults,5.37e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1277,631,SEW03,terrestrial belowground,Pseudoparasitus placentulus,Gongylidiellum latebricola,adults,adults,5.37e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1278,632,SEW03,terrestrial belowground,Pseudoparasitus placentulus (juv),Gongylidiellum latebricola,juveniles,adults,2.22e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1279,632,SEW03,terrestrial belowground,Pseudoparasitus placentulus (juv),Gongylidiellum latebricola,juveniles,adults,2.22e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1280,633,SEW03,terrestrial belowground,Rhodacarellus cf kreuzi (juv),Gongylidiellum latebricola,juveniles,adults,1.25e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1281,633,SEW03,terrestrial belowground,Rhodacarellus cf kreuzi (juv),Gongylidiellum latebricola,juveniles,adults,1.25e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1282,634,SEW03,terrestrial belowground,Stilicus sp. (juv),Gongylidiellum latebricola,juveniles,adults,0.000442552,0.000940509,invertebrate,invertebrate,walking,walking,predacious,genus,species
1283,634,SEW03,terrestrial belowground,Stilicus sp. (juv),Gongylidiellum latebricola,juveniles,adults,0.000442552,0.000940509,invertebrate,invertebrate,walking,walking,predacious,genus,species
1284,635,SEW03,terrestrial belowground,Tenebrionidae sp. (juv),Gongylidiellum latebricola,juveniles,adults,0.000744338,0.000940509,invertebrate,invertebrate,walking,walking,predacious,family+,species
1285,635,SEW03,terrestrial belowground,Tenebrionidae sp. (juv),Gongylidiellum latebricola,juveniles,adults,0.000744338,0.000940509,invertebrate,invertebrate,walking,walking,predacious,family+,species
1286,636,SEW03,terrestrial belowground,Tomocerus flavescens,Gongylidiellum latebricola,adults,adults,0.000281974,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1287,636,SEW03,terrestrial belowground,Tomocerus flavescens,Gongylidiellum latebricola,adults,adults,0.000281974,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1288,637,SEW03,terrestrial belowground,Veigaia cerva,Gongylidiellum latebricola,adults,adults,8.03e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1289,637,SEW03,terrestrial belowground,Veigaia cerva,Gongylidiellum latebricola,adults,adults,8.03e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1290,638,SEW03,terrestrial belowground,Veigaia cerva (juv),Gongylidiellum latebricola,juveniles,adults,3.3e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1291,638,SEW03,terrestrial belowground,Veigaia cerva (juv),Gongylidiellum latebricola,juveniles,adults,3.3e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1292,639,SEW03,terrestrial belowground,Veigaia nemorensis,Gongylidiellum latebricola,adults,adults,4.83e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1293,639,SEW03,terrestrial belowground,Veigaia nemorensis,Gongylidiellum latebricola,adults,adults,4.83e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1294,640,SEW03,terrestrial belowground,Veigaia nemorensis (juv),Gongylidiellum latebricola,juveniles,adults,1.79e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1295,640,SEW03,terrestrial belowground,Veigaia nemorensis (juv),Gongylidiellum latebricola,juveniles,adults,1.79e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1296,641,SEW03,terrestrial belowground,Vulgarogamasus kraepelini,Gongylidiellum latebricola,adults,adults,0.000101723,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1297,641,SEW03,terrestrial belowground,Vulgarogamasus kraepelini,Gongylidiellum latebricola,adults,adults,0.000101723,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1298,642,SEW03,terrestrial belowground,Zercon cf gurensis,Gongylidiellum latebricola,adults,adults,1.22e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1299,642,SEW03,terrestrial belowground,Zercon cf gurensis,Gongylidiellum latebricola,adults,adults,1.22e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
1300,643,SEW18,terrestrial belowground,Atheta sp. (juv),Pelecopsis radicicola,juveniles,adults,0.000175231,0.000905469,invertebrate,invertebrate,walking,walking,predacious,genus,species
1301,643,SEW18,terrestrial belowground,Atheta sp. (juv),Pelecopsis radicicola,juveniles,adults,0.000175231,0.000905469,invertebrate,invertebrate,walking,walking,predacious,genus,species
1302,644,SEW18,terrestrial belowground,Dalopius marginatus (juv) {m},Pelecopsis radicicola,juveniles,adults,0.000184087,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1303,644,SEW18,terrestrial belowground,Dalopius marginatus (juv) {m},Pelecopsis radicicola,juveniles,adults,0.000184087,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1304,645,SEW18,terrestrial belowground,Linyphiidae cf Erigoniinae (juv) {m},Pelecopsis radicicola,juveniles,adults,0.000220271,0.000905469,invertebrate,invertebrate,walking,walking,predacious,family+,species
1305,645,SEW18,terrestrial belowground,Linyphiidae cf Erigoniinae (juv) {m},Pelecopsis radicicola,juveniles,adults,0.000220271,0.000905469,invertebrate,invertebrate,walking,walking,predacious,family+,species
1306,646,SEW18,terrestrial belowground,Lysigamasus vagabundus,Pelecopsis radicicola,adults,adults,5.29e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1307,646,SEW18,terrestrial belowground,Lysigamasus vagabundus,Pelecopsis radicicola,adults,adults,5.29e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1308,647,SEW18,terrestrial belowground,Megalothorax minimus,Pelecopsis radicicola,adults,adults,1.52e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1309,647,SEW18,terrestrial belowground,Megalothorax minimus,Pelecopsis radicicola,adults,adults,1.52e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1310,648,SEW18,terrestrial belowground,Mesaphorura macrochaeta,Pelecopsis radicicola,adults,adults,1.46e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1311,648,SEW18,terrestrial belowground,Mesaphorura macrochaeta,Pelecopsis radicicola,adults,adults,1.46e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1312,649,SEW18,terrestrial belowground,Mesaphorura sp.,Pelecopsis radicicola,adults,adults,1.46e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1313,649,SEW18,terrestrial belowground,Mesaphorura sp.,Pelecopsis radicicola,adults,adults,1.46e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1314,650,SEW18,terrestrial belowground,Mesaphorura sylvatica,Pelecopsis radicicola,adults,adults,1.46e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1315,650,SEW18,terrestrial belowground,Mesaphorura sylvatica,Pelecopsis radicicola,adults,adults,1.46e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1316,651,SEW18,terrestrial belowground,Pachylaelaps longisetosus,Pelecopsis radicicola,adults,adults,6.06e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1317,651,SEW18,terrestrial belowground,Pachylaelaps longisetosus,Pelecopsis radicicola,adults,adults,6.06e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1318,652,SEW18,terrestrial belowground,Paratullbergia callipygos,Pelecopsis radicicola,adults,adults,1.46e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1319,652,SEW18,terrestrial belowground,Paratullbergia callipygos,Pelecopsis radicicola,adults,adults,1.46e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1320,653,SEW18,terrestrial belowground,Pelecopsis radicicola,Lithobius sp.,adults,adults,0.000905469,0.00359344,invertebrate,invertebrate,walking,walking,predacious,species,genus
1321,653,SEW18,terrestrial belowground,Pelecopsis radicicola,Lithobius sp.,adults,adults,0.000905469,0.00359344,invertebrate,invertebrate,walking,walking,predacious,species,genus
1322,654,SEW18,terrestrial belowground,Pelecopsis radicicola,Schendyla nemorensis,adults,adults,0.000905469,0.005111424,invertebrate,invertebrate,walking,walking,predacious,species,species
1323,654,SEW18,terrestrial belowground,Pelecopsis radicicola,Schendyla nemorensis,adults,adults,0.000905469,0.005111424,invertebrate,invertebrate,walking,walking,predacious,species,species
1324,655,SEW18,terrestrial belowground,Pelecopsis radicicola,Geostiba circellaris,adults,adults,0.000905469,0.001056938,invertebrate,invertebrate,walking,walking,predacious,species,species
1325,655,SEW18,terrestrial belowground,Pelecopsis radicicola,Geostiba circellaris,adults,adults,0.000905469,0.001056938,invertebrate,invertebrate,walking,walking,predacious,species,species
1326,656,SEW18,terrestrial belowground,Pelecopsis radicicola,Othius subuliformis,adults,adults,0.000905469,0.003693547,invertebrate,invertebrate,walking,walking,predacious,species,species
1327,656,SEW18,terrestrial belowground,Pelecopsis radicicola,Othius subuliformis,adults,adults,0.000905469,0.003693547,invertebrate,invertebrate,walking,walking,predacious,species,species
1328,657,SEW18,terrestrial belowground,Pelecopsis radicicola,Othius sp. (juv) {m},adults,juveniles,0.000905469,0.002792224,invertebrate,invertebrate,walking,walking,predacious,species,genus
1329,657,SEW18,terrestrial belowground,Pelecopsis radicicola,Othius sp. (juv) {m},adults,juveniles,0.000905469,0.002792224,invertebrate,invertebrate,walking,walking,predacious,species,genus
1330,658,SEW18,terrestrial belowground,Pelecopsis radicicola,Xantholininae sp. (juv),adults,juveniles,0.000905469,0.00144613,invertebrate,invertebrate,walking,walking,predacious,species,family+
1331,658,SEW18,terrestrial belowground,Pelecopsis radicicola,Xantholininae sp. (juv),adults,juveniles,0.000905469,0.00144613,invertebrate,invertebrate,walking,walking,predacious,species,family+
1332,659,SEW18,terrestrial belowground,Pelecopsis radicicola,Microneta viaria,adults,adults,0.000905469,0.001863227,invertebrate,invertebrate,walking,walking,predacious,species,species
1333,659,SEW18,terrestrial belowground,Pelecopsis radicicola,Microneta viaria,adults,adults,0.000905469,0.001863227,invertebrate,invertebrate,walking,walking,predacious,species,species
1334,660,SEW18,terrestrial belowground,Pelecopsis radicicola,Robertus lividus,adults,adults,0.000905469,0.008396656,invertebrate,invertebrate,walking,walking,predacious,species,species
1335,660,SEW18,terrestrial belowground,Pelecopsis radicicola,Robertus lividus,adults,adults,0.000905469,0.008396656,invertebrate,invertebrate,walking,walking,predacious,species,species
1336,661,SEW18,terrestrial belowground,Pelecopsis radicicola,Tapinocyba insecta,adults,adults,0.000905469,0.001163738,invertebrate,invertebrate,walking,walking,predacious,species,species
1337,661,SEW18,terrestrial belowground,Pelecopsis radicicola,Tapinocyba insecta,adults,adults,0.000905469,0.001163738,invertebrate,invertebrate,walking,walking,predacious,species,species
1338,662,SEW18,terrestrial belowground,Pelecopsis radicicola,Trochosa sp. (juv),adults,juveniles,0.000905469,0.023372445,invertebrate,invertebrate,walking,walking,predacious,species,genus
1339,662,SEW18,terrestrial belowground,Pelecopsis radicicola,Trochosa sp. (juv),adults,juveniles,0.000905469,0.023372445,invertebrate,invertebrate,walking,walking,predacious,species,genus
1340,663,SEW18,terrestrial belowground,Pelecopsis radicicola,Euryopis flavomaculata,adults,adults,0.000905469,0.006459925,invertebrate,invertebrate,walking,walking,predacious,species,species
1341,663,SEW18,terrestrial belowground,Pelecopsis radicicola,Euryopis flavomaculata,adults,adults,0.000905469,0.006459925,invertebrate,invertebrate,walking,walking,predacious,species,species
1342,664,SEW18,terrestrial belowground,Pelecopsis radicicola,Microlestes sp.,adults,adults,0.000905469,0.003054276,invertebrate,invertebrate,walking,walking,predacious,species,genus
1343,664,SEW18,terrestrial belowground,Pelecopsis radicicola,Microlestes sp.,adults,adults,0.000905469,0.003054276,invertebrate,invertebrate,walking,walking,predacious,species,genus
1344,665,SEW18,terrestrial belowground,Pelecopsis radicicola,Conosoma testaceum,adults,adults,0.000905469,0.001056938,invertebrate,invertebrate,walking,walking,predacious,species,species
1345,665,SEW18,terrestrial belowground,Pelecopsis radicicola,Conosoma testaceum,adults,adults,0.000905469,0.001056938,invertebrate,invertebrate,walking,walking,predacious,species,species
1346,666,SEW18,terrestrial belowground,Pelecopsis radicicola,Olophrum piceum,adults,adults,0.000905469,0.003846051,invertebrate,invertebrate,walking,walking,predacious,species,species
1347,666,SEW18,terrestrial belowground,Pelecopsis radicicola,Olophrum piceum,adults,adults,0.000905469,0.003846051,invertebrate,invertebrate,walking,walking,predacious,species,species
1348,667,SEW18,terrestrial belowground,Pelecopsis radicicola,Stenus clavicornis,adults,adults,0.000905469,0.002694589,invertebrate,invertebrate,walking,walking,predacious,species,species
1349,667,SEW18,terrestrial belowground,Pelecopsis radicicola,Stenus clavicornis,adults,adults,0.000905469,0.002694589,invertebrate,invertebrate,walking,walking,predacious,species,species
1350,668,SEW18,terrestrial belowground,Pelecopsis radicicola,Stenus humilis,adults,adults,0.000905469,0.000938929,invertebrate,invertebrate,walking,walking,predacious,species,species
1351,668,SEW18,terrestrial belowground,Pelecopsis radicicola,Stenus humilis,adults,adults,0.000905469,0.000938929,invertebrate,invertebrate,walking,walking,predacious,species,species
1352,669,SEW18,terrestrial belowground,Pelecopsis radicicola,Clubionidae (juv),adults,juveniles,0.000905469,0.003435355,invertebrate,invertebrate,walking,walking,predacious,species,family+
1353,669,SEW18,terrestrial belowground,Pelecopsis radicicola,Clubionidae (juv),adults,juveniles,0.000905469,0.003435355,invertebrate,invertebrate,walking,walking,predacious,species,family+
1354,670,SEW18,terrestrial belowground,Pelecopsis radicicola,Lithobius curtipes {l},adults,adults,0.000905469,0.002886338,invertebrate,invertebrate,walking,walking,predacious,species,species
1355,670,SEW18,terrestrial belowground,Pelecopsis radicicola,Lithobius curtipes {l},adults,adults,0.000905469,0.002886338,invertebrate,invertebrate,walking,walking,predacious,species,species
1356,671,SEW18,terrestrial belowground,Pelecopsis radicicola,Staphylinidae spec,adults,adults,0.000905469,0.004003596,invertebrate,invertebrate,walking,walking,predacious,species,family+
1357,671,SEW18,terrestrial belowground,Pelecopsis radicicola,Staphylinidae spec,adults,adults,0.000905469,0.004003596,invertebrate,invertebrate,walking,walking,predacious,species,family+
1358,672,SEW18,terrestrial belowground,Pelecopsis radicicola,Geophilomorpha sp.,adults,adults,0.000905469,0.006669259,invertebrate,invertebrate,walking,walking,predacious,species,family+
1359,672,SEW18,terrestrial belowground,Pelecopsis radicicola,Geophilomorpha sp.,adults,adults,0.000905469,0.006669259,invertebrate,invertebrate,walking,walking,predacious,species,family+
1360,673,SEW18,terrestrial belowground,Pelecopsis radicicola,Euophrys frontalis,adults,adults,0.000905469,0.00313298,invertebrate,invertebrate,walking,walking,predacious,species,species
1361,673,SEW18,terrestrial belowground,Pelecopsis radicicola,Euophrys frontalis,adults,adults,0.000905469,0.00313298,invertebrate,invertebrate,walking,walking,predacious,species,species
1362,674,SEW18,terrestrial belowground,Pelecopsis radicicola,Theridiidae sp. (juv),adults,juveniles,0.000905469,0.003831577,invertebrate,invertebrate,walking,walking,predacious,species,family+
1363,674,SEW18,terrestrial belowground,Pelecopsis radicicola,Theridiidae sp. (juv),adults,juveniles,0.000905469,0.003831577,invertebrate,invertebrate,walking,walking,predacious,species,family+
1364,675,SEW18,terrestrial belowground,Pelecopsis radicicola,Salticidae sp. (juv),adults,juveniles,0.000905469,0.001820737,invertebrate,invertebrate,walking,walking,predacious,species,family+
1365,675,SEW18,terrestrial belowground,Pelecopsis radicicola,Salticidae sp. (juv),adults,juveniles,0.000905469,0.001820737,invertebrate,invertebrate,walking,walking,predacious,species,family+
1366,676,SEW18,terrestrial belowground,Pelecopsis radicicola,Pocadicnemis juncea,adults,adults,0.000905469,0.00109047,invertebrate,invertebrate,walking,walking,predacious,species,species
1367,676,SEW18,terrestrial belowground,Pelecopsis radicicola,Pocadicnemis juncea,adults,adults,0.000905469,0.00109047,invertebrate,invertebrate,walking,walking,predacious,species,species
1368,677,SEW18,terrestrial belowground,Pelecopsis radicicola,Lycosidae sp. (juv),adults,juveniles,0.000905469,0.015682465,invertebrate,invertebrate,walking,walking,predacious,species,family+
1369,677,SEW18,terrestrial belowground,Pelecopsis radicicola,Lycosidae sp. (juv),adults,juveniles,0.000905469,0.015682465,invertebrate,invertebrate,walking,walking,predacious,species,family+
1370,678,SEW18,terrestrial belowground,Pelecopsis radicicola,Euophrys herbigrada,adults,adults,0.000905469,0.004108892,invertebrate,invertebrate,walking,walking,predacious,species,species
1371,678,SEW18,terrestrial belowground,Pelecopsis radicicola,Euophrys herbigrada,adults,adults,0.000905469,0.004108892,invertebrate,invertebrate,walking,walking,predacious,species,species
1372,679,SEW18,terrestrial belowground,Pelecopsis radicicola,Zora spinimana (juv),adults,juveniles,0.000905469,0.00256692,invertebrate,invertebrate,walking,walking,predacious,species,species
1373,679,SEW18,terrestrial belowground,Pelecopsis radicicola,Zora spinimana (juv),adults,juveniles,0.000905469,0.00256692,invertebrate,invertebrate,walking,walking,predacious,species,species
1374,680,SEW18,terrestrial belowground,Pergamasinae (juv) {s},Pelecopsis radicicola,juveniles,adults,1.87e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,family+,species
1375,680,SEW18,terrestrial belowground,Pergamasinae (juv) {s},Pelecopsis radicicola,juveniles,adults,1.87e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,family+,species
1376,681,SEW18,terrestrial belowground,Pergamasus sp. (juv) {s},Pelecopsis radicicola,juveniles,adults,5.64e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,genus,species
1377,681,SEW18,terrestrial belowground,Pergamasus sp. (juv) {s},Pelecopsis radicicola,juveniles,adults,5.64e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,genus,species
1378,682,SEW18,terrestrial belowground,Trachytes aegrota,Pelecopsis radicicola,adults,adults,3.7e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1379,682,SEW18,terrestrial belowground,Trachytes aegrota,Pelecopsis radicicola,adults,adults,3.7e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1380,683,SEW18,terrestrial belowground,Urodiaspis tecta,Pelecopsis radicicola,adults,adults,4.98e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1381,683,SEW18,terrestrial belowground,Urodiaspis tecta,Pelecopsis radicicola,adults,adults,4.98e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1382,684,SEW18,terrestrial belowground,Urodiaspis tecta (juv),Pelecopsis radicicola,juveniles,adults,2.28e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1383,684,SEW18,terrestrial belowground,Urodiaspis tecta (juv),Pelecopsis radicicola,juveniles,adults,2.28e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1384,685,SEW18,terrestrial belowground,Veigaia nemorensis,Pelecopsis radicicola,adults,adults,4.83e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1385,685,SEW18,terrestrial belowground,Veigaia nemorensis,Pelecopsis radicicola,adults,adults,4.83e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1386,686,SEW18,terrestrial belowground,Veigaia nemorensis (juv),Pelecopsis radicicola,juveniles,adults,1.79e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1387,686,SEW18,terrestrial belowground,Veigaia nemorensis (juv),Pelecopsis radicicola,juveniles,adults,1.79e-05,0.000905469,invertebrate,invertebrate,walking,walking,predacious,species,species
1388,687,Kongsfjorden,marine,Thysanoessa inermis,Boreogadus saida,NA,NA,0.05806373,1089.78,invertebrate,ectotherm vertebrate,swimming,swimming,predacious,species,species
1389,687,Kongsfjorden,marine,Thysanoessa inermis,Boreogadus saida,NA,NA,0.05806373,1089.78,invertebrate,ectotherm vertebrate,swimming,swimming,predacious,species,species
1390,688,Kongsfjorden,marine,Meganyctiphanes norvegica,Boreogadus saida,NA,NA,0.05070428,1089.78,invertebrate,ectotherm vertebrate,swimming,swimming,predacious,species,species
1391,688,Kongsfjorden,marine,Meganyctiphanes norvegica,Boreogadus saida,NA,NA,0.05070428,1089.78,invertebrate,ectotherm vertebrate,swimming,swimming,predacious,species,species
1392,689,Kongsfjorden,marine,Thysanoessa raschii,Boreogadus saida,NA,NA,0.03457514,1089.78,invertebrate,ectotherm vertebrate,swimming,swimming,predacious,species,species
1393,689,Kongsfjorden,marine,Thysanoessa raschii,Boreogadus saida,NA,NA,0.03457514,1089.78,invertebrate,ectotherm vertebrate,swimming,swimming,predacious,species,species
1394,690,Kongsfjorden,marine,Thysanoessa longicaudata,Boreogadus saida,NA,NA,0.01182719,1089.78,invertebrate,ectotherm vertebrate,swimming,swimming,predacious,species,species
1395,690,Kongsfjorden,marine,Thysanoessa longicaudata,Boreogadus saida,NA,NA,0.01182719,1089.78,invertebrate,ectotherm vertebrate,swimming,swimming,predacious,species,species
1396,691,Kongsfjorden,marine,Bradyidius similis,Boreogadus saida,NA,NA,9.39e-05,1089.78,invertebrate,ectotherm vertebrate,swimming,swimming,predacious,species,species
1397,691,Kongsfjorden,marine,Bradyidius similis,Boreogadus saida,NA,NA,9.39e-05,1089.78,invertebrate,ectotherm vertebrate,swimming,swimming,predacious,species,species
1398,692,Kongsfjorden,marine,Cylindrotheca closterium,Bradyidius similis,NA,NA,2.57e-12,9.39e-05,primary producer,invertebrate,swimming,swimming,herbivorous,species,species
1399,692,Kongsfjorden,marine,Cylindrotheca closterium,Bradyidius similis,NA,NA,2.57e-12,9.39e-05,primary producer,invertebrate,swimming,swimming,herbivorous,species,species
1400,693,Kongsfjorden,marine,Phytodetritus,Bradyidius similis,NA,NA,-999.0,9.39e-05,detritus,invertebrate,sessile,swimming,detritivorous,unclassified,species
1401,693,Kongsfjorden,marine,Phytodetritus,Bradyidius similis,NA,NA,-999.0,9.39e-05,detritus,invertebrate,sessile,swimming,detritivorous,unclassified,species
1402,694,Kongsfjorden,marine,Laminaria saccharina,Buccinum scalariforme,NA,NA,0.02035868,0.3977214,primary producer,invertebrate,sessile,walking,herbivorous,species,species
1403,694,Kongsfjorden,marine,Laminaria saccharina,Buccinum scalariforme,NA,NA,0.02035868,0.3977214,primary producer,invertebrate,sessile,walking,herbivorous,species,species
1404,695,Kongsfjorden,marine,Laminaria saccharina,Buccinum terranovae,NA,NA,0.02035868,0.3004664,primary producer,invertebrate,sessile,walking,herbivorous,species,species
1405,695,Kongsfjorden,marine,Laminaria saccharina,Buccinum terranovae,NA,NA,0.02035868,0.3004664,primary producer,invertebrate,sessile,walking,herbivorous,species,species
1406,696,Kongsfjorden,marine,Laminaria saccharina,Buccinum undatum,NA,NA,0.02035868,0.05070428,primary producer,invertebrate,sessile,walking,herbivorous,species,species
1407,696,Kongsfjorden,marine,Laminaria saccharina,Buccinum undatum,NA,NA,0.02035868,0.05070428,primary producer,invertebrate,sessile,walking,herbivorous,species,species
1408,697,Kongsfjorden,marine,Bradyidius similis,Calanus finnmarchicus,NA,NA,9.39e-05,0.00020998,invertebrate,invertebrate,swimming,swimming,predacious,species,species
1409,697,Kongsfjorden,marine,Bradyidius similis,Calanus finnmarchicus,NA,NA,9.39e-05,0.00020998,invertebrate,invertebrate,swimming,swimming,predacious,species,species
1410,698,Kongsfjorden,marine,Cylindrotheca closterium,Calanus finnmarchicus,NA,NA,2.57e-12,0.00020998,primary producer,invertebrate,swimming,swimming,herbivorous,species,species
1411,698,Kongsfjorden,marine,Cylindrotheca closterium,Calanus finnmarchicus,NA,NA,2.57e-12,0.00020998,primary producer,invertebrate,swimming,swimming,herbivorous,species,species
1412,699,Kongsfjorden,marine,Laminaria saccharina,Erginus rubellus,NA,NA,0.02035868,0.3771279,primary producer,invertebrate,sessile,walking,herbivorous,species,species
1413,699,Kongsfjorden,marine,Laminaria saccharina,Erginus rubellus,NA,NA,0.02035868,0.3771279,primary producer,invertebrate,sessile,walking,herbivorous,species,species
1414,700,Kongsfjorden,marine,Liparis liparis,Fulmarus glacialis,NA,NA,52.19,880.2396,ectotherm vertebrate,endotherm vertebrate,swimming,swimming,predacious,species,species
1415,700,Kongsfjorden,marine,Liparis liparis,Fulmarus glacialis,NA,NA,52.19,880.2396,ectotherm vertebrate,endotherm vertebrate,swimming,swimming,predacious,species,species
1416,701,Kongsfjorden,marine,Pandalus borealis,Fulmarus glacialis,NA,NA,0.07008626,880.2396,invertebrate,endotherm vertebrate,swimming,swimming,predacious,species,species
1417,701,Kongsfjorden,marine,Pandalus borealis,Fulmarus glacialis,NA,NA,0.07008626,880.2396,invertebrate,endotherm vertebrate,swimming,swimming,predacious,species,species
1418,702,Kongsfjorden,marine,Lebbeus polaris,Fulmarus glacialis,NA,NA,0.05070428,880.2396,invertebrate,endotherm vertebrate,swimming,swimming,predacious,species,species
1419,702,Kongsfjorden,marine,Lebbeus polaris,Fulmarus glacialis,NA,NA,0.05070428,880.2396,invertebrate,endotherm vertebrate,swimming,swimming,predacious,species,species
1420,703,Kongsfjorden,marine,Liparis liparis,Gadus morhua,NA,NA,52.19,96000.0,ectotherm vertebrate,ectotherm vertebrate,swimming,swimming,predacious,species,species
1421,703,Kongsfjorden,marine,Liparis liparis,Gadus morhua,NA,NA,52.19,96000.0,ectotherm vertebrate,ectotherm vertebrate,swimming,swimming,predacious,species,species
1422,704,Kongsfjorden,marine,Meganyctiphanes norvegica,Gadus morhua,NA,NA,0.05070428,96000.0,invertebrate,ectotherm vertebrate,swimming,swimming,predacious,species,species
1423,704,Kongsfjorden,marine,Meganyctiphanes norvegica,Gadus morhua,NA,NA,0.05070428,96000.0,invertebrate,ectotherm vertebrate,swimming,swimming,predacious,species,species
1424,705,Kongsfjorden,marine,Gammarus setosus,Gadus morhua,NA,NA,0.01182719,96000.0,invertebrate,ectotherm vertebrate,swimming,swimming,predacious,species,species
1425,705,Kongsfjorden,marine,Gammarus setosus,Gadus morhua,NA,NA,0.01182719,96000.0,invertebrate,ectotherm vertebrate,swimming,swimming,predacious,species,species
1426,706,Kongsfjorden,marine,Phytodetritus,Gammarus setosus,NA,NA,-999.0,0.01182719,detritus,invertebrate,sessile,swimming,detritivorous,unclassified,species
1427,706,Kongsfjorden,marine,Phytodetritus,Gammarus setosus,NA,NA,-999.0,0.01182719,detritus,invertebrate,sessile,swimming,detritivorous,unclassified,species
1428,707,Kongsfjorden,marine,Liparis liparis,Larus hyperboreus,NA,NA,52.19,2300.0,ectotherm vertebrate,endotherm vertebrate,swimming,swimming,predacious,species,species
1429,707,Kongsfjorden,marine,Liparis liparis,Larus hyperboreus,NA,NA,52.19,2300.0,ectotherm vertebrate,endotherm vertebrate,swimming,swimming,predacious,species,species
1430,708,Kongsfjorden,marine,Pandalus borealis,Larus hyperboreus,NA,NA,0.07008626,2300.0,invertebrate,endotherm vertebrate,swimming,swimming,predacious,species,species
