,0,1,2
9336,Whipple Lake,copepod nauplii,30
9337,Whipple Lake,fish eggs,31
9338,Wolf Lake,Asterionella formosa,0
9339,Wolf Lake,Diaptomus minutus,1
9340,Wolf Lake,Chlamydomonas sp.,2
9341,Wolf Lake,Chydorus sphaericus,3
9342,Wolf Lake,Gastropus stylifer,4
9343,Wolf Lake,Keratella taurocephala,5
9344,Wolf Lake,Synchaeta sp.,6
9345,Wolf Lake,copepod nauplii,7
9346,Wolf Lake,Mesocyclops edax,8
9347,Wolf Lake,Cryptomonas erosa,9
9348,Wolf Lake,Cryptomonas ovata,10
9349,Wolf Lake,Cyclotella sp.,11
9350,Wolf Lake,Diceras sp.,12
9351,Wolf Lake,Dinobryon bavaricum,13
9352,Wolf Lake,Dinobryon sp.,14
9353,Wolf Lake,Gymnodinium palustre,15
9354,Wolf Lake,Lyngbya sp.,16
9355,Wolf Lake,Mallomonas sp.,17
9356,Wolf Lake,Merismopedia punctata,18
9357,Wolf Lake,Navicula sp.,19
9358,Wolf Lake,Oocyctis sp.,20
9359,Wolf Lake,Peridinium inconspicuum,21
9360,Wolf Lake,Schroederia setigera,22
9361,Wolf Lake,Spondylosium planum,23
9362,Wolf Lake,Staurastrum sp.,24
9363,Wolf Lake,Tabellaria fenestrata,25
9364,Wolf Lake,benthic detritus,26
9365,Weddell Sea,Abyssocucumis liouvillei,0
9366,Weddell Sea,Abyssorchomene nodimanus,1
9367,Weddell Sea,Astrotoma agassizii,2
9368,Weddell Sea,Bathypanoploea schellenbergi,3
9369,Weddell Sea,Epimeria macrodonta,4
9370,Weddell Sea,Epimeriella walkeri,5
9371,Weddell Sea,Eunoe spica,6
9372,Weddell Sea,Eunoe spica spicoides,7
9373,Weddell Sea,Eurythenes gryllus,8
9374,Weddell Sea,Harmothoe crosetensis,9
9375,Weddell Sea,Harmothoe spinosa,10
9376,Weddell Sea,Harmotoe hartmanae,11
9377,Weddell Sea,Iphimediella  cyclogena,12
9378,Weddell Sea,Melphidippa antarctica,13
9379,Weddell Sea,Notocrangon antarcticus,14
9380,Weddell Sea,Waldeckia obesa,15
9381,Weddell Sea,Aethotaxis mitopteryx,16
9382,Weddell Sea,Artedidraco loennbergi,17
9383,Weddell Sea,Artedidraco skottsbergi,18
9384,Weddell Sea,Ceratoserolis meridionalis,19
9385,Weddell Sea,Chorismus antarcticus,20
9386,Weddell Sea,Cygnodraco mawsoni,21
9387,Weddell Sea,Dissostichus mawsoni,22
9388,Weddell Sea,Dolloidraco longedorsalis,23
9389,Weddell Sea,Eulagisca gigantea,24
9390,Weddell Sea,Eunoe hartmanae,25
9391,Weddell Sea,Eusirus perdentatus,26
9392,Weddell Sea,Frontoserolis bouvieri,27
9393,Weddell Sea,Gerlachea australis,28
9394,Weddell Sea,Labidiaster annulatus,29
9395,Weddell Sea,Laetmonice producta,30
9396,Weddell Sea,Liljeborgia georgiana,31
9397,Weddell Sea,Muraenolepis microps,32
9398,Weddell Sea,Odontaster validus,33
9399,Weddell Sea,Oediceroides calmani,34
9400,Weddell Sea,Oediceroides emarginatus,35
9401,Weddell Sea,Ophionotus victoriae,36
9402,Weddell Sea,Ophiosparte gigas,37
9403,Weddell Sea,Ophiurolepis brevirima,38
9404,Weddell Sea,Ophiurolepis gelida,39
9405,Weddell Sea,Pachycara brachycephalum,40
9406,Weddell Sea,Paraceradocus gibber,41
9407,Weddell Sea,Pogonophryne barsukovi,42
9408,Weddell Sea,Pogonophryne permitini,43
9409,Weddell Sea,Pogonophryne phyllopogon,44
9410,Weddell Sea,Pogonophryne scotti,45
9411,Weddell Sea,Polyeunoa laevis,46
9412,Weddell Sea,Rhachotropis antarctica,47
9413,Weddell Sea,Serolella bouveri,48
9414,Weddell Sea,Serolis polita,49
9415,Weddell Sea,Trematomus nicolai,50
9416,Weddell Sea,Trematomus pennellii,51
9417,Weddell Sea,Trematomus scotti,52
9418,Weddell Sea,Tryphosella murrayi,53
9419,Weddell Sea,Uristes gigas,54
9420,Weddell Sea,Abyssorchomene plebs,55
9421,Weddell Sea,Abyssorchomene rossi,56
9422,Weddell Sea,Achlyonice violaecuspidata,57
9423,Weddell Sea,Acodontaster capitatus,58
9424,Weddell Sea,Baseodiscus antarcticus,59
9425,Weddell Sea,Glyptonotus antarcticus,60
9426,Weddell Sea,Lineus longifissus,61
9427,Weddell Sea,Parborlasia corrugatus,62
9428,Weddell Sea,Acodontaster conspicuus,63
9429,Weddell Sea,Acodontaster hodgsoni,64
9430,Weddell Sea,Actinocyclus actinochilus,65
9431,Weddell Sea,Alacia belgicae,66
9432,Weddell Sea,Alacia hettacra,67
9433,Weddell Sea,Ampelisca richardsoni,68
9434,Weddell Sea,Antarctomysis maxima,69
9435,Weddell Sea,Anthomastus bathyproctus,70
9436,Weddell Sea,Austrosignum grande,71
9437,Weddell Sea,Bathybiaster loripes,72
9438,Weddell Sea,Boroecia antipoda,73
9439,Weddell Sea,Calanoides acutus,74
9440,Weddell Sea,Calanus propinquus,75
9441,Weddell Sea,Camylaspis maculata,76
9442,Weddell Sea,Cassidulinoides parkerianus,77
9443,Weddell Sea,Cibicides refulgens,78
9444,Weddell Sea,Clavularia frankiliana,79
9445,Weddell Sea,Conchoecia antipoda,80
9446,Weddell Sea,Cyllopus lucasii,81
9447,Weddell Sea,Djerboa furcipes,82
9448,Weddell Sea,Edwardsia meridionalis,83
9449,Weddell Sea,Epimeria georgiana,84
9450,Weddell Sea,Epimeria similis,85
9451,Weddell Sea,Euchaetomera antarcticus,86
9452,Weddell Sea,Eucopia australis,87
9453,Weddell Sea,Eudorella splendida,88
9454,Weddell Sea,Euphausia crystallorophias,89
9455,Weddell Sea,Euphausia frigida,90
9456,Weddell Sea,Euphausia superba,91
9457,Weddell Sea,Gersemia antarctica,92
9458,Weddell Sea,Globocassidulina crassa,93
9459,Weddell Sea,Haplocheira plumosa,94
9460,Weddell Sea,Heterophoxus videns,95
9461,Weddell Sea,Hyperiella dilatata,96
9462,Weddell Sea,Ihlea racovitzai,97
9463,Weddell Sea,Isosicyonis alba,98
9464,Weddell Sea,Isotealia antarctica,99
9465,Weddell Sea,Lenticulina antarctica,100
9466,Weddell Sea,Metaconchoecia isocheira,101
9467,Weddell Sea,Metridia gerlachei,102
9468,Weddell Sea,Monocaulus parvula,103
9469,Weddell Sea,Nematocarcinus lanceopes,104
9470,Weddell Sea,Neogloboquadriana pachyderma,105
9471,Weddell Sea,Nototanais antarcticus,106
9472,Weddell Sea,Nototanais dimorphus,107
9473,Weddell Sea,Ophiacantha antarctica,108
9474,Weddell Sea,Ophioceres incipiens,109
9475,Weddell Sea,Oradarea edentata,110
9476,Weddell Sea,Oswaldella antarctica,111
9477,Weddell Sea,Paraeuchaeta antarctica,112
9478,Weddell Sea,Parmaphorella mawsoni,113
9479,Weddell Sea,Parvicorbucula socialis,114
9480,Weddell Sea,Pelagobia longicirrata,115
9481,Weddell Sea,Peraeospinosus pushkini,116
9482,Weddell Sea,Porania antarctica,117
9483,Weddell Sea,Porania antarctica glabra,118
9484,Weddell Sea,Rhincalanus gigas,119
9485,Weddell Sea,Rhynchonereella bongraini,120
9486,Weddell Sea,Salpa gerlachei,121
9487,Weddell Sea,Salpa thompsoni,122
9488,Weddell Sea,Silicularia rosea,123
9489,Weddell Sea,Sterechinus antarcticus,124
9490,Weddell Sea,Sterechinus neumayeri,125
9491,Weddell Sea,Thysanoessa macrura,126
9492,Weddell Sea,Vanadis antarctica,127
9493,Weddell Sea,Vaunthompsonia indermis,128
9494,Weddell Sea,Actinocyclus spiritus,129
9495,Weddell Sea,Actinocyclus utricularis,130
9496,Weddell Sea,Aega antarctica,131
9497,Weddell Sea,Pareledone antarctica,132
9498,Weddell Sea,Pogonophryne marmorata,133
9499,Weddell Sea,Trematomus bernacchii,134
9500,Weddell Sea,Trematomus eulepidotus,135
9501,Weddell Sea,Trematomus hansoni,136
9502,Weddell Sea,Trematomus lepidorhinus,137
9503,Weddell Sea,Aegires albus,138
9504,Weddell Sea,Ammothea carolinensis,139
9505,Weddell Sea,Austrocidaris canaliculata,140
9506,Weddell Sea,Colossendeis scotti,141
9507,Weddell Sea,Diplasterias brucei,142
9508,Weddell Sea,Harpagifer antarcticus,143
9509,Weddell Sea,Macroptychaster accrescens,144
9510,Weddell Sea,Notothenia coriiceps,145
9511,Weddell Sea,Nymphon gracillimum,146
9512,Weddell Sea,Pentanymphon antarcticum,147
9513,Weddell Sea,Trematomus loennbergii,148
9514,Weddell Sea,Aptenodytes forsteri,149
9515,Weddell Sea,Arctocephalus gazella,150
9516,Weddell Sea,Dacodraco hunteri,151
9517,Weddell Sea,Hydrurga leptonyx,152
9518,Weddell Sea,Leptonychotes weddelli,153
9519,Weddell Sea,Macrourus holotrachys,154
9520,Weddell Sea,Macrourus whitsoni,155
9521,Weddell Sea,Mirounga leonina,156
9522,Weddell Sea,Ommatophoca rossii,157
9523,Weddell Sea,Pagetopsis macropterus,158
9524,Weddell Sea,Pareledone charcoti,159
9525,Weddell Sea,Psilaster charcoti,160
9526,Weddell Sea,Ainigmaptilon antarcticus,161
9527,Weddell Sea,Bathydoris clavigera,162
9528,Weddell Sea,Epimeria robusta,163
9529,Weddell Sea,Epimeria rubrieques,164
9530,Weddell Sea,Harpovoluta charcoti,165
9531,Weddell Sea,Maxilliphimedia longipes,166
9532,Weddell Sea,Artedidraco orianae,167
9533,Weddell Sea,Astrochlamys bruneus,168
9534,Weddell Sea,Atolla wyvillei,169
9535,Weddell Sea,Bargmannia,170
9536,Weddell Sea,Callianira antarctica,171
9537,Weddell Sea,Conchoecia hettacra,172
9538,Weddell Sea,Dimophyes arctica,173
9539,Weddell Sea,Diphyes antarctica,174
9540,Weddell Sea,Electrona antarctica,175
9541,Weddell Sea,Gnathia calva,176
9542,Weddell Sea,Gymnodraco acuticeps,177
9543,Weddell Sea,Gymnoscopelus braueri,178
9544,Weddell Sea,Gymnoscopelus nicholsi,179
9545,Weddell Sea,Gymnoscopelus opisthopterus,180
9546,Weddell Sea,Lyrocteis flavopallidus,181
9547,Weddell Sea,Lysasterias perrieri,182
9548,Weddell Sea,Primno macropa,183
9549,Weddell Sea,Primnoisis antarctica,184
9550,Weddell Sea,Prionodraco evansii,185
9551,Weddell Sea,Protomyctophum bolini,186
9552,Weddell Sea,Racovitzia glacialis,187
9553,Weddell Sea,Rhodalia miranda,188
9554,Weddell Sea,Themisto gaudichaudii,189
9555,Weddell Sea,Tubularia ralphii,190
9556,Weddell Sea,Vibilia antarctica,191
9557,Weddell Sea,Vibilia stebbingi,192
9558,Weddell Sea,Alcyonium antarcticum,193
9559,Weddell Sea,Alexandrella mixta,194
9560,Weddell Sea,Alluroteuthis antarcticus,195
9561,Weddell Sea,Balaenoptera musculus,196
9562,Weddell Sea,Balaenoptera physalus,197
9563,Weddell Sea,Lagenorhynchus cruciger,198
9564,Weddell Sea,Lobodon carcinophaga,199
9565,Weddell Sea,Macronectes halli,200
9566,Weddell Sea,Mesonychoteuthis hamiltoni,201
9567,Weddell Sea,Moroteuthis ingens,202
9568,Weddell Sea,Orcinus orca,203
9569,Weddell Sea,Pachyptila desolata,204
9570,Weddell Sea,Physeter macrocephalus,205
9571,Weddell Sea,Tursiops truncatus,206
9572,Weddell Sea,Alomasoma belyaevi,207
9573,Weddell Sea,Amauropsis rossiana,208
9574,Weddell Sea,Amphidinium hadai,209
9575,Weddell Sea,Bodo saltans,210
9576,Weddell Sea,Gyrodinium lachryama,211
9577,Weddell Sea,Anoxycalyx joubini,212
9578,Weddell Sea,Aporocidaris milleri,213
9579,Weddell Sea,Ctenocidaris gigantea,214
9580,Weddell Sea,Ctenocidaris gilberti,215
9581,Weddell Sea,Ctenocidaris perrieri,216
9582,Weddell Sea,Ctenocidaris spinosa,217
9583,Weddell Sea,Echiniphimedia hodgsoni,218
9584,Weddell Sea,Gnathiphimedia mandibularis,219
9585,Weddell Sea,Notocidaris mortenseni,220
9586,Weddell Sea,Nuttallochiton mirandus,221
9587,Weddell Sea,Odontaster meridionalis,222
9588,Weddell Sea,Ophioperla ludwigi,223
9589,Weddell Sea,Perknaster fuscus antarcticus,224
9590,Weddell Sea,Puncturella conica,225
9591,Weddell Sea,Tritoniella belli,226
9592,Weddell Sea,Balaenoptera acutorostrata,227
9593,Weddell Sea,Chaenodraco wilsoni,228
9594,Weddell Sea,Champsocephalus gunnari,229
9595,Weddell Sea,Anthometra adriani,230
9596,Weddell Sea,Aplidium vastum,231
9597,Weddell Sea,Arcturidae,232
9598,Weddell Sea,Armadillogorgia cyathella,233
9599,Weddell Sea,Ascidia challengeri,234
9600,Weddell Sea,Barrukia cristata,235
9601,Weddell Sea,Luidiaster gerlachei,236
9602,Weddell Sea,Paramoera walkeri,237
9603,Weddell Sea,Austrodoris kerguelenensis,238
9604,Weddell Sea,Austroflustra vulgaris,239
9605,Weddell Sea,Callochiton gaussi,240
9606,Weddell Sea,Axociella nidificata,241
9607,Weddell Sea,Azpeitia tabularis,242
9608,Weddell Sea,Banquisia belgicae,243
9609,Weddell Sea,Pontiothauma ergata,244
9610,Weddell Sea,Probuccinum tenuistriatum,245
9611,Weddell Sea,Solaster dawsoni,246
9612,Weddell Sea,Bathydorus spinosus,247
9613,Weddell Sea,Bathylagus antarcticus,248
9614,Weddell Sea,Aphrodroma brevirostris,249
9615,Weddell Sea,Chionodraco hamatus,250
9616,Weddell Sea,Chionodraco myersi,251
9617,Weddell Sea,Daption capense,252
9618,Weddell Sea,Fulmarus glacialoides,253
9619,Weddell Sea,Gonatus antarcticus,254
9620,Weddell Sea,Halobaena caerulea,255
9621,Weddell Sea,Macronectes giganteus,256
9622,Weddell Sea,Martialia hyadesi,257
9623,Weddell Sea,Notothenia marmorata,258
9624,Weddell Sea,Pagetopsis maculatus,259
9625,Weddell Sea,Pagodroma nivea,260
9626,Weddell Sea,Pleuragramma antarcticum,261
9627,Weddell Sea,Psychroteuthis glacialis,262
9628,Weddell Sea,Thalassoica antarctica,263
9629,Weddell Sea,Bathyplotes bongraini,264
9630,Weddell Sea,Bathyplotes gourdoni,265
9631,Weddell Sea,Beroe cucumis,266
9632,Weddell Sea,Desmonema glaciale,267
9633,Weddell Sea,Dipulmaris antarctica,268
9634,Weddell Sea,Periphylla periphylla,269
9635,Weddell Sea,Urticinopsis antarctica,270
9636,Weddell Sea,Bostrychopora dentata,271
9637,Weddell Sea,Cadulus dalli antarcticum,272
9638,Weddell Sea,Nacella concinna,273
9639,Weddell Sea,Clio pyramidata,274
9640,Weddell Sea,Eukrohnia hamata,275
9641,Weddell Sea,Eusirus antarcticus,276
9642,Weddell Sea,Gorgonocephalus chiliensis,277
9643,Weddell Sea,Limacina helicina antarctica,278
9644,Weddell Sea,Muraenolepis marmoratus,279
9645,Weddell Sea,Notolepis coatsi,280
9646,Weddell Sea,Pseudosagitta maxima,281
9647,Weddell Sea,Sagitta marri,282
9648,Weddell Sea,Calyx arcuarius,283
9649,Weddell Sea,Camptoplites tricornis,284
9650,Weddell Sea,Caulastraea curvata,285
9651,Weddell Sea,Cephalodiscus,286
9652,Weddell Sea,Tritonia antarctica,287
9653,Weddell Sea,Chaetoceros bulbosum ,288
9654,Weddell Sea,Chaetoceros concavicornis,289
9655,Weddell Sea,Chaetoceros criophilum,290
9656,Weddell Sea,Chaetoceros dichaeta,291
9657,Weddell Sea,Chaetoceros flexuosum,292
9658,Weddell Sea,Chaetoceros neglectum,293
9659,Weddell Sea,Chaetoceros pelagicus,294
9660,Weddell Sea,Chaetoceros socialis,295
9661,Weddell Sea,Chiridota weddellensis,296
9662,Weddell Sea,Chondriovelum adeliense,297
9663,Weddell Sea,Cinachyra antarctica,298
9664,Weddell Sea,Cinachyra barbata,299
9665,Weddell Sea,Clathria pauper,300
9666,Weddell Sea,Notaeolidia gigas,301
9667,Weddell Sea,Hyperia macrocephala,302
9668,Weddell Sea,Solmundella bitentaculata,303
9669,Weddell Sea,Clione antarctica,304
9670,Weddell Sea,Clione limacina,305
9671,Weddell Sea,Cnemidocarpa verrucosa,306
9672,Weddell Sea,Marseniopsis conica,307
9673,Weddell Sea,Marseniopsis mollis,308
9674,Weddell Sea,Compsothyris racovitzae,309
9675,Weddell Sea,Corella eumyota,310
9676,Weddell Sea,Corethron criophilum,311
9677,Weddell Sea,Coscinodiscus oculoides,312
9678,Weddell Sea,Crania lecointei,313
9679,Weddell Sea,Cryodraco antarcticus,314
9680,Weddell Sea,Cuenotaster involutus,315
9681,Weddell Sea,Cycethra verrucosa mawsoni,316
9682,Weddell Sea,Cyclocardia astartoides,317
9683,Weddell Sea,Neobuccinum eatoni,318
9684,Weddell Sea,Trophon longstaffi,319
9685,Weddell Sea,Cylindrotheca closterium,320
9686,Weddell Sea,Oceanites oceanicus,321
9687,Weddell Sea,Pygoscelis adeliae,322
9688,Weddell Sea,Sterna paradisaea,323
9689,Weddell Sea,Diastylis mawsoni,324
9690,Weddell Sea,Dictyocha speculum,325
9691,Weddell Sea,Echinopsolus acanthocola,326
9692,Weddell Sea,Echiurus antarcticus,327
9693,Weddell Sea,Ekleptostylis debroyeri,328
9694,Weddell Sea,Ekmocucumis steineni,329
9695,Weddell Sea,Ekmocucumis turqueti,330
9696,Weddell Sea,Ekmocucumis turqueti turqueti,331
9697,Weddell Sea,Procellaria aequinoctialis,332
9698,Weddell Sea,Sterna vittata,333
9699,Weddell Sea,Elpidia glacialis,334
9700,Weddell Sea,Eucampia antarctica,335
9701,Weddell Sea,Eucranta mollis,336
9702,Weddell Sea,Galiteuthis glacialis,337
9703,Weddell Sea,Kondakovia longimana,338
9704,Weddell Sea,Megaptera novaeangliae,339
9705,Weddell Sea,Falsimargarita gemma,340
9706,Weddell Sea,Fasciculiporoides ramosa,341
9707,Weddell Sea,Fissidentalium majorinum,342
9708,Weddell Sea,Flustra angusta,343
9709,Weddell Sea,Flustra antarctica,344
9710,Weddell Sea,Fragilariopsis curta,345
9711,Weddell Sea,Fragilariopsis cylindrus,346
9712,Weddell Sea,Fragilariopsis kerguelensis,347
9713,Weddell Sea,Fragilariopsis linearis,348
9714,Weddell Sea,Fragilariopsis nana,349
9715,Weddell Sea,Fragilariopsis obliquecostata,350
9716,Weddell Sea,Fragilariopsis pseudonana,351
9717,Weddell Sea,Fragilariopsis rhombica,352
9718,Weddell Sea,Fragilariopsis ritscheri,353
9719,Weddell Sea,Fragilariopsis separanda,354
9720,Weddell Sea,Fragilariopsis sublinearis,355
9721,Weddell Sea,Fragilariopsis vanheurckii,356
9722,Weddell Sea,Golfingia anderssoni,357
9723,Weddell Sea,Golfingia margaritacea margaritacea,358
9724,Weddell Sea,Golfingia mawsoni,359
9725,Weddell Sea,Golfingia nordenskojoeldi,360
9726,Weddell Sea,Golfingia ohlini,361
9727,Weddell Sea,Haliclona dancoi,362
9728,Weddell Sea,Haliclona tenella,363
9729,Weddell Sea,Hamingia,364
9730,Weddell Sea,Homaxinella balfourensis,365
9731,Weddell Sea,Iophon radiatus,366
9732,Weddell Sea,Isodyctia cavicornuta,367
9733,Weddell Sea,Isodyctia steifera,368
9734,Weddell Sea,Isodyctia toxophila,369
9735,Weddell Sea,Isoschizoporella tricuspis,370
9736,Weddell Sea,Kampylaster incurvatus,371
9737,Weddell Sea,Kirkpatrickia variolosa,372
9738,Weddell Sea,Laetmogone wyvillethompsoni,373
9739,Weddell Sea,Lageneschara lyrulata,374
9740,Weddell Sea,Laternula elliptica,375
9741,Weddell Sea,Lophaster gaini,376
9742,Weddell Sea,Notasterias armata,377
9743,Weddell Sea,Notasterias stylophora,378
9744,Weddell Sea,Pteraster affinis aculeatus,379
9745,Weddell Sea,Latrunculia apicalis,380
9746,Weddell Sea,Latrunculia brevis,381
9747,Weddell Sea,Limopsis lillei,382
9748,Weddell Sea,Limopsis marionensis,383
9749,Weddell Sea,Liothyrella uva,384
9750,Weddell Sea,Liothyrella uva antarctica,385
9751,Weddell Sea,Lissarca notorcadensis,386
9752,Weddell Sea,Magellania fragilis,387
9753,Weddell Sea,Magellania joubini,388
9754,Weddell Sea,Manguinea fusiformis,389
9755,Weddell Sea,Manguinea rigida,390
9756,Weddell Sea,Marginella ealesa,391
9757,Weddell Sea,Maxmuelleria faex,392
9758,Weddell Sea,Melicerita obliqua,393
9759,Weddell Sea,Mesothuria lactea,394
9760,Weddell Sea,Pseudosagitta gazellae,395
9761,Weddell Sea,Molgula pedunculata,396
9762,Weddell Sea,Molpadia musculus,397
9763,Weddell Sea,Momoculodes scabriculosus,398
9764,Weddell Sea,Munna globicauda,399
9765,Weddell Sea,Mycale acerata,400
9766,Weddell Sea,Natatolana meridionalis,401
9767,Weddell Sea,Natatolana obtusata,402
9768,Weddell Sea,Natatolana oculata,403
9769,Weddell Sea,Navicula glaciei,404
9770,Weddell Sea,Navicula schefterae,405
9771,Weddell Sea,Nematoflustra flagellata,406
9772,Weddell Sea,Newnesia antarctica,407
9773,Weddell Sea,Nitzschia kerguelensis,408
9774,Weddell Sea,Nitzschia lecointei,409
9775,Weddell Sea,Nitzschia neglecta,410
9776,Weddell Sea,Notioceramus anomalus,411
9777,Weddell Sea,Odontella weissflogii,412
9778,Weddell Sea,Ophioperla koehleri,413
9779,Weddell Sea,Parschisturella ceruviata,414
9780,Weddell Sea,Perknaster densus,415
9781,Weddell Sea,Perknaster sladeni,416
9782,Weddell Sea,Phaeocystis antarctica ,417
9783,Weddell Sea,Phascolion strombi,418
9784,Weddell Sea,Phorbas areolatus,419
9785,Weddell Sea,Phorbas glaberrima,420
9786,Weddell Sea,Phyllocomus crocea,421
9787,Weddell Sea,Phytodetritus,422
9788,Weddell Sea,Abatus cavernosus,423
9789,Weddell Sea,Abatus curvidens,424
9790,Weddell Sea,Abatus nimrodi,425
9791,Weddell Sea,Abatus shackeltoni,426
9792,Weddell Sea,Pista spinifera,427
9793,Weddell Sea,Polymastia invaginata,428
9794,Weddell Sea,Polymastia isidis,429
9795,Weddell Sea,Primnoella,430
9796,Weddell Sea,Promachocrinus kerguelensis,431
9797,Weddell Sea,Propeleda longicaudata,432
9798,Weddell Sea,Pseudorchomene coatsi,433
9799,Weddell Sea,Pseudostichopus mollis,434
9800,Weddell Sea,Pseudostichopus villosus,435
9801,Weddell Sea,Psolidium incertum,436
9802,Weddell Sea,Psolus antarcticus,437
9803,Weddell Sea,Psolus charcoti,438
9804,Weddell Sea,Psolus dubiosus,439
9805,Weddell Sea,Pyura bouvetensis,440
9806,Weddell Sea,Pyura discoveryi,441
9807,Weddell Sea,Pyura setosa,442
9808,Weddell Sea,Pyura tunicata,443
9809,Weddell Sea,Reteporella hippocrepis,444
9810,Weddell Sea,Rossella antarctica,445
9811,Weddell Sea,Rossella nuda,446
9812,Weddell Sea,Rossella racovitzae,447
9813,Weddell Sea,Rossella tarenja,448
9814,Weddell Sea,Scolymastra joubini,449
9815,Weddell Sea,Scotoplanes globosa,450
9816,Weddell Sea,Stylocordyla borealis,451
9817,Weddell Sea,Sycozoa sigillinoides,452
9818,Weddell Sea,Synoicum adareanum,453
9819,Weddell Sea,Systenopora contracta,454
9820,Weddell Sea,Taeniogyrus contortus,455
9821,Weddell Sea,Tedania oxeata,456
9822,Weddell Sea,Tedania tantulata,457
9823,Weddell Sea,Tedania vanhoeffeni,458
9824,Weddell Sea,Tentorium papillatum,459
9825,Weddell Sea,Tentorium semisuberites ,460
9826,Weddell Sea,Terebella ehlersi,461
9827,Weddell Sea,Tetilla leptoderma,462
9828,Weddell Sea,Trachythyone parva,463
9829,Weddell Sea,Yolida eightsi,464
9830,Weddell Sea,Ypsilocucumis turricata,465
9831,Weddell Sea,Porosira glacialis,466
9832,Weddell Sea,Porosira pseudodenticulata,467
9833,Weddell Sea,Proboscia alata,468
9834,Weddell Sea,Proboscia inermi,469
9835,Weddell Sea,Proboscia truncata,470
9836,Weddell Sea,Pseudo-Nitzschia heimii,471
9837,Weddell Sea,Pseudo-Nitzschia liniola,472
9838,Weddell Sea,Pseudo-Nitzschia prolongatoides,473
9839,Weddell Sea,Pseudo-Nitzschia subcurvata,474
9840,Weddell Sea,Rhizosolenia antennata,475
9841,Weddell Sea,Sediment,476
9842,Weddell Sea,Silicioflagellata,477
9843,Weddell Sea,Stellarima microtrias,478
9844,Weddell Sea,Thalassiosira antarctica,479
9845,Weddell Sea,Thalassiosira australis,480
9846,Weddell Sea,Thalassiosira frenguelliopsis,481
9847,Weddell Sea,Thalassiosira gracilis,482
9848,Weddell Sea,Thalassiosira gracilis expecta,483
9849,Weddell Sea,Thalassiosira gravida,484
9850,Weddell Sea,Thalassiosira lentiginosa,485
9851,Weddell Sea,Thalassiosira ritscheri,486
9852,Weddell Sea,Thalassiosira trifulta,487
9853,Weddell Sea,Thalassiosira tumida,488
9854,Weddell Sea,Trichotoxon reinboldii,489
9855,Tuesday Lake 1984,Arthrodesmus sp.,0
9856,Tuesday Lake 1984,Daphnia pulex,1
9857,Tuesday Lake 1984,Holopedium gibberum,2
9858,Tuesday Lake 1984,Leptodiaptomus siciloides,3
9859,Tuesday Lake 1984,Ascomorpha eucadis,4
9860,Tuesday Lake 1984,Chaoborys punctipennis,5
9861,Tuesday Lake 1984,Cyclops varians rubellus,6
9862,Tuesday Lake 1984,Orthocyclops modestus,7
9863,Tuesday Lake 1984,Tropocyclops prasinus,8
9864,Tuesday Lake 1984,Bosmina longirostris,9
9865,Tuesday Lake 1984,Phoxinus eos,10
9866,Tuesday Lake 1984,Phoxinys neogaeus,11
9867,Tuesday Lake 1984,Umbra limi,12
9868,Tuesday Lake 1984,Chromulina sp.,13
9869,Tuesday Lake 1984,Conochiloides dossuarius,14
9870,Tuesday Lake 1984,Conochilus (solitary),15
9871,Tuesday Lake 1984,Diaphanosoma leuchtenbergianum,16
9872,Tuesday Lake 1984,Filinia longispina,17
9873,Tuesday Lake 1984,Gastropus stylifer,18
9874,Tuesday Lake 1984,Kellicottia sp.,19
9875,Tuesday Lake 1984,Keratella cochlearis,20
9876,Tuesday Lake 1984,Keratella testudo,21
9877,Tuesday Lake 1984,Ploesoma sp.,22
9878,Tuesday Lake 1984,Polyarthra vulgaris,23
9879,Tuesday Lake 1984,Synchaeta sp.,24
9880,Tuesday Lake 1984,Trichocerca cylindrica,25
9881,Tuesday Lake 1984,Trichocerca multicrinis,26
9882,Tuesday Lake 1984,Chroococcus dispersus,27
9883,Tuesday Lake 1984,Closteriopsis longissimus,28
9884,Tuesday Lake 1984,Cryptomonas sp. 1,29
9885,Tuesday Lake 1984,Cryptomonas sp. 2,30
9886,Tuesday Lake 1984,Dactylococcopsis fascicularis,31
9887,Tuesday Lake 1984,Dictyosphaerium pulchellum,32
9888,Tuesday Lake 1984,Dinobryon bavaricum,33
9889,Tuesday Lake 1984,Dinobryon cylindricum,34
9890,Tuesday Lake 1984,Dinobryon sertularia,35
9891,Tuesday Lake 1984,Dinobryon sociale,36
9892,Tuesday Lake 1984,Glenodinium quadridens,37
9893,Tuesday Lake 1984,Mallomonas sp. 1,38
9894,Tuesday Lake 1984,Mallomonas sp. 2,39
9895,Tuesday Lake 1984,Microcystis aeruginosa,40
9896,Tuesday Lake 1984,Nostoc sp.,41
9897,Tuesday Lake 1984,Peridinium cinctum,42
9898,Tuesday Lake 1984,Peridinium limbatum,43
9899,Tuesday Lake 1984,Peridinium pulsillum,44
9900,Tuesday Lake 1984,Peridinium wisconsinense,45
9901,Tuesday Lake 1984,Selenastrum minutum,46
9902,Tuesday Lake 1984,Synedra sp.,47
9903,Tuesday Lake 1984,Trachelomonas sp.,48
9904,Tuesday Lake 1984,Unclassified flagellates,49
9905,Tuesday Lake 1986,Ankyra judayi,0
9906,Tuesday Lake 1986,Daphnia rosea,1
9907,Tuesday Lake 1986,Gastropus stylifer,2
9908,Tuesday Lake 1986,Ascomorpha eucadis,3
